Category,City,Country,Country Abbr,Current Year(Today),Customer,Customer ID,Customer Name,Order Date (DMY),Order Date (MDY),Order ID,Order ID1,Postal Code,Prior Year(Today),Product ID,Product Name,Purple Product,Region,Returned,Row ID,Segment,Sheet,Ship Date (DMY),Ship Date (MDY),Ship Date MDY - String,Ship Mode,Ship Mode (group),State,Sub-Category,Sub-Category (group),Table Name,Average Sales,Discount,Discount (copy),Number of Records,Order Count,Order Count Distinct,Profit,Profit %,Profit % - Row Level,Profit % Full,Profit %- Dynamic Aggregation,Quantity,Quantity Threshold,Sales,Test Set Calculation,Top Tier Color
Furniture,Jacksonville,United States,,2022,CAROLINE JUMPER,CJ-12010,Caroline Jumper,5/1/2018,5/1/2018,,CA-2018-102204,32216,2021,FUR-CH-10002024,HON 5400 Series Task Chairs for Big and Tall,False,South,,8237,Consumer,Orders,6/5/2018,5/6/2018,2018-05-06,Standard Class,Basic,Florida,Chairs,Chairs,Orders,2803.92,0.2,0.2,1,0,0,0,0,0,0,0,5,5,2803.92,0,All Other
Furniture,Concord,United States,,2022,BETH PAIGE,BP-11290,Beth Paige,7/21/2017,7/21/2017,,CA-2017-142895,28027,2021,FUR-CH-10002961,"Leather Task Chair, Black",False,South,,5834,Consumer,Orders,26/7/2017,7/26/2017,2017-07-26,Standard Class,Basic,North Carolina,Chairs,Chairs,Orders,363.92,0.2,0.2,1,0,0,0,0,0,0,0,5,5,363.92,0,All Other
Furniture,Chattanooga,United States,,2022,TED TREVINO,TT-21070,Ted Trevino,11/29/2018,11/29/2018,,CA-2018-108035,37421,2021,FUR-FU-10004017,"Executive Impressions 13"" Chairman Wall Clock",False,South,,7391,Consumer,Orders,3/12/2018,12/3/2018,2018-12-03,Standard Class,Basic,Tennessee,Furnishings,Furnishings,Orders,101.52,0.2,0.2,1,0,0,19.035,0.1875,0.1875,18.75,0.1875,5,5,101.52,0,All Other
Furniture,Chattanooga,United States,,2022,ZUSCHUSS DONATELLI,ZD-21925,Zuschuss Donatelli,5/5/2017,5/5/2017,,US-2017-147991,37421,2021,FUR-FU-10004270,"Eldon Image Series Desk Accessories, Burgundy",False,South,,3041,Consumer,Orders,9/5/2017,5/9/2017,2017-05-09,Standard Class,Basic,Tennessee,Furnishings,Furnishings,Orders,16.72,0.2,0.2,1,0,0,3.344,0.2,0.2,20,0.2,5,5,16.72,0,All Other
Furniture,Fayetteville,United States,,2022,CARLOS MEADOR,CM-11935,Carlos Meador,1/22/2017,1/22/2017,,US-2017-135923,28314,2021,FUR-FU-10002107,Eldon Pizzaz Desk Accessories,False,South,,2471,Consumer,Orders,28/1/2017,1/28/2017,2017-01-28,Standard Class,Basic,North Carolina,Furnishings,Furnishings,Orders,14.272,0.2,0.2,1,0,0,4.2816,0.3,0.3,30,0.3,8,8,14.272,0,All Other
Furniture,Greensboro,United States,,2022,DAN LAWERA,DL-12865,Dan Lawera,5/2/2017,5/2/2017,,CA-2017-154060,27405,2021,FUR-CH-10002304,"Global Stack Chair without Arms, Black",False,South,,5316,Consumer,Orders,8/5/2017,5/8/2017,2017-05-08,Standard Class,Basic,North Carolina,Chairs,Chairs,Orders,187.056,0.2,0.2,1,0,0,11.691,0.0625,0.0625,6.25,0.0625,9,9,187.056,0,All Other
Furniture,Burlington,United States,,2022,SHAHID COLLISTER,SC-20380,Shahid Collister,11/30/2018,11/30/2018,,CA-2018-142090,27217,2021,FUR-TA-10001889,Bush Advantage Collection Racetrack Conference Table,False,South,,5067,Consumer,Orders,7/12/2018,12/7/2018,2018-12-07,Standard Class,Basic,North Carolina,Tables,Tables,Orders,1781.682,0.4,0.4,1,0,0,-653.2834,-0.366666667,-0.366666667,-36.666666667,-0.366666667,7,7,1781.682,0,All Other
Furniture,Jacksonville,United States,,2022,CAROLINE JUMPER,CJ-12010,Caroline Jumper,5/1/2018,5/1/2018,,CA-2018-102204,32216,2021,FUR-TA-10001889,Bush Advantage Collection Racetrack Conference Table,False,South,,8236,Consumer,Orders,6/5/2018,5/6/2018,2018-05-06,Standard Class,Basic,Florida,Tables,Tables,Orders,933.262,0.45,0.45,1,0,0,-458.1468,-0.490909091,-0.490909091,-49.090909091,-0.490909091,4,4,933.262,0,All Other
Furniture,Fort Lauderdale,United States,,2022,HERBERT FLENTYE,HF-14995,Herbert Flentye,11/27/2017,11/27/2017,,CA-2017-104276,33311,2021,FUR-TA-10001039,KI Adjustable-Height Table,False,South,,7202,Consumer,Orders,3/12/2017,12/3/2017,2017-12-03,Standard Class,Basic,Florida,Tables,Tables,Orders,331.023,0.45,0.45,1,0,0,-114.3534,-0.345454545,-0.345454545,-34.545454545,-0.345454545,7,7,331.023,0,All Other
Furniture,Seattle,United States,,2022,JIM KARLSSON,JK-15625,Jim Karlsson,10/30/2018,10/30/2018,,CA-2018-142622,98115,2021,FUR-BO-10004467,Bestar Classic Bookcase,False,West,,2282,Consumer,Orders,2/11/2018,11/2/2018,2018-11-02,First Class,First Class,Washington,Bookcases,Bookcases,Orders,199.98,0,0,1,0,0,37.9962,0.19,0.19,19,0.19,2,2,199.98,0,All Other
Furniture,Inglewood,United States,,2022,LUKE FOSTER,LF-17185,Luke Foster,12/8/2018,12/8/2018,,CA-2018-148264,90301,2021,FUR-FU-10002703,"Tenex Traditional Chairmats for Hard Floors, Average Lip, 36"" x 48""",False,West,,3432,Consumer,Orders,9/12/2018,12/9/2018,2018-12-09,First Class,First Class,California,Furnishings,Furnishings,Orders,128.9,0,0,1,0,0,15.468,0.12,0.12,12,0.12,2,2,128.9,0,All Other
Furniture,Los Angeles,United States,,2022,JESSICA MYRICK,JM-15535,Jessica Myrick,9/12/2018,9/12/2018,,CA-2018-103611,90036,2021,FUR-FU-10004270,"Eldon Image Series Desk Accessories, Burgundy",False,West,,1510,Consumer,Orders,15/9/2018,9/15/2018,2018-09-15,First Class,First Class,California,Furnishings,Furnishings,Orders,8.36,0,0,1,0,0,3.0096,0.36,0.36,36,0.36,2,2,8.36,0,All Other
Furniture,Oakland,United States,,2022,JONI WASSERMAN,JW-15955,Joni Wasserman,10/14/2018,10/14/2018,,CA-2018-168837,94601,2021,FUR-FU-10001918,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,False,West,,1752,Consumer,Orders,17/10/2018,10/17/2018,2018-10-17,First Class,First Class,California,Furnishings,Furnishings,Orders,9.46,0,0,1,0,0,3.6894,0.39,0.39,39,0.39,2,2,9.46,0,All Other
Furniture,San Francisco,United States,,2022,GARY MCGARR,GM-14440,Gary McGarr,4/22/2018,4/22/2018,,CA-2018-135783,94122,2021,FUR-FU-10000794,"Eldon Stackable Tray, Side-Load, Legal, Smoke",False,West,,805,Consumer,Orders,24/4/2018,4/24/2018,2018-04-24,First Class,First Class,California,Furnishings,Furnishings,Orders,18.28,0,0,1,0,0,6.2152,0.34,0.34,34,0.34,2,2,18.28,0,All Other
Furniture,Draper,United States,,2022,JUSTIN MACKENDRICK,JM-16195,Justin MacKendrick,9/7/2018,9/7/2018,,CA-2018-151008,84020,2021,FUR-FU-10002396,"DAX Copper Panel Document Frame, 5 x 7 Size",False,West,,5547,Consumer,Orders,8/9/2018,9/8/2018,2018-09-08,First Class,First Class,Utah,Furnishings,Furnishings,Orders,25.16,0,0,1,0,0,10.5672,0.42,0.42,42,0.42,2,2,25.16,0,All Other
Furniture,Seattle,United States,,2022,JONI WASSERMAN,JW-15955,Joni Wasserman,4/21/2018,4/21/2018,,CA-2018-166198,98103,2021,FUR-FU-10004622,Eldon Advantage Foldable Chair Mats for Low Pile Carpets,False,West,,3714,Consumer,Orders,24/4/2018,4/24/2018,2018-04-24,First Class,First Class,Washington,Furnishings,Furnishings,Orders,162.6,0,0,1,0,0,34.146,0.21,0.21,21,0.21,3,3,162.6,0,All Other
Furniture,Lake Forest,United States,,2022,JUSTIN MACKENDRICK,JM-16195,Justin MacKendrick,8/12/2018,8/12/2018,,CA-2018-158169,92630,2021,FUR-FU-10001473,DAX Wood Document Frame,False,West,,5763,Consumer,Orders,15/8/2018,8/15/2018,2018-08-15,First Class,First Class,California,Furnishings,Furnishings,Orders,54.92,0,0,1,0,0,19.7712,0.36,0.36,36,0.36,4,4,54.92,0,All Other
Furniture,Pocatello,United States,,2022,JAMES GALANG,JG-15160,James Galang,5/27/2018,5/27/2018,,US-2018-116897,83201,2021,FUR-FU-10004963,"Eldon 400 Class Desk Accessories, Black Carbon",False,West,,6436,Consumer,Orders,29/5/2018,5/29/2018,2018-05-29,First Class,First Class,Idaho,Furnishings,Furnishings,Orders,35,0,0,1,0,0,14.7,0.42,0.42,42,0.42,4,4,35,0,All Other
Furniture,Edmonds,United States,,2022,PHILLIP FLATHMANN,PF-19225,Phillip Flathmann,9/7/2018,9/7/2018,,US-2018-130687,98026,2021,FUR-FU-10004053,DAX Two-Tone Silver Metal Document Frame,False,West,,9327,Consumer,Orders,10/9/2018,9/10/2018,2018-09-10,First Class,First Class,Washington,Furnishings,Furnishings,Orders,80.96,0,0,1,0,0,34.8128,0.43,0.43,43,0.43,4,4,80.96,0,All Other
Furniture,San Francisco,United States,,2022,ANNA ANDREADI,AA-10645,Anna Andreadi,7/4/2017,7/4/2017,,CA-2017-147137,94109,2021,FUR-FU-10000221,"Master Caster Door Stop, Brown",False,West,,4452,Consumer,Orders,6/7/2017,7/6/2017,2017-07-06,First Class,First Class,California,Furnishings,Furnishings,Orders,25.4,0,0,1,0,0,8.636,0.34,0.34,34,0.34,5,5,25.4,0,All Other
Furniture,Los Angeles,United States,,2022,NEOMA MURRAY,NM-18520,Neoma Murray,12/3/2017,12/3/2017,,CA-2017-153598,90045,2021,FUR-FU-10001085,3M Polarizing Light Filter Sleeves,False,West,,5427,Consumer,Orders,6/12/2017,12/6/2017,2017-12-06,First Class,First Class,California,Furnishings,Furnishings,Orders,111.9,0,0,1,0,0,51.474,0.46,0.46,46,0.46,6,6,111.9,0,All Other
Furniture,San Francisco,United States,,2022,ERIN CREIGHTON,EC-14050,Erin Creighton,7/31/2018,7/31/2018,,CA-2018-161102,94110,2021,FUR-FU-10003142,"Master Big Foot Doorstop, Beige",False,West,,6456,Consumer,Orders,3/8/2018,8/3/2018,2018-08-03,First Class,First Class,California,Furnishings,Furnishings,Orders,36.96,0,0,1,0,0,11.4576,0.31,0.31,31,0.31,7,7,36.96,0,All Other
Furniture,San Francisco,United States,,2022,LISA HAZARD,LH-17020,Lisa Hazard,11/4/2017,11/4/2017,,CA-2017-166443,94122,2021,FUR-FU-10004020,Advantus Panel Wall Acrylic Frame,False,West,,2946,Consumer,Orders,5/11/2017,11/5/2017,2017-11-05,First Class,First Class,California,Furnishings,Furnishings,Orders,38.29,0,0,1,0,0,16.4647,0.43,0.43,43,0.43,7,7,38.29,0,All Other
Furniture,Los Angeles,United States,,2022,MIKE VITTORINI,MV-18190,Mike Vittorini,6/17/2017,6/17/2017,,CA-2017-123512,90045,2021,FUR-BO-10004218,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",False,West,,6616,Consumer,Orders,19/6/2017,6/19/2017,2017-06-19,First Class,First Class,California,Bookcases,Bookcases,Orders,239.666,0.15,0.15,1,0,0,14.098,0.058823529,0.058823529,5.882352941,0.058823529,2,2,239.666,0,All Other
Furniture,San Francisco,United States,,2022,ANNA ANDREADI,AA-10645,Anna Andreadi,7/4/2017,7/4/2017,,CA-2017-147137,94109,2021,FUR-BO-10001811,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",False,West,,4454,Consumer,Orders,6/7/2017,7/6/2017,2017-07-06,First Class,First Class,California,Bookcases,Bookcases,Orders,1279.165,0.15,0.15,1,0,0,225.735,0.176470588,0.176470588,17.647058824,0.176470588,5,5,1279.165,0,All Other
Furniture,San Francisco,United States,,2022,TONY MOLINARI,TM-21490,Tony Molinari,8/22/2018,8/22/2018,,CA-2018-131037,94110,2021,FUR-TA-10001768,Hon Racetrack Conference Tables,False,West,,5235,Consumer,Orders,23/8/2018,8/23/2018,2018-08-23,First Class,First Class,California,Tables,Tables,Orders,210.008,0.2,0.2,1,0,0,2.625100000,0.012500000,0.012500000,1.250000000,0.012500000,1,1,210.008,0,All Other
Furniture,Los Angeles,United States,,2022,PHILLIP FLATHMANN,PF-19225,Phillip Flathmann,11/3/2017,11/3/2017,,CA-2017-114972,90032,2021,FUR-CH-10001190,Global Deluxe High-Back Office Chair in Storm,False,West,,2474,Consumer,Orders,6/11/2017,11/6/2017,2017-11-06,First Class,First Class,California,Chairs,Chairs,Orders,217.584,0.2,0.2,1,0,0,-29.9178,-0.1375,-0.1375,-13.75,-0.1375,2,2,217.584,0,All Other
Furniture,Pasadena,United States,,2022,ROY COLLINS,RC-19825,Roy Collins,6/20/2017,6/20/2017,,CA-2017-141397,91104,2021,FUR-CH-10003846,Hon Valutask Swivel Chairs,False,West,,1311,Consumer,Orders,21/6/2017,6/21/2017,2017-06-21,First Class,First Class,California,Chairs,Chairs,Orders,161.568,0.2,0.2,1,0,0,-8.078400000,-0.05,-0.05,-5,-0.05,2,2,161.568,0,All Other
Furniture,Seattle,United States,,2022,JIM KARLSSON,JK-15625,Jim Karlsson,10/30/2018,10/30/2018,,CA-2018-142622,98115,2021,FUR-CH-10003833,Novimex Fabric Task Chair,False,West,,2280,Consumer,Orders,2/11/2018,11/2/2018,2018-11-02,First Class,First Class,Washington,Chairs,Chairs,Orders,97.568,0.2,0.2,1,0,0,-6.098,-0.0625,-0.0625,-6.25,-0.0625,2,2,97.568,0,All Other
Furniture,Los Angeles,United States,,2022,JASON FORTUNE-,JF-15295,Jason Fortune-,4/12/2017,4/12/2017,,CA-2017-163594,90036,2021,FUR-CH-10000225,"Global Geo Office Task Chair, Gray",False,West,,7362,Consumer,Orders,14/4/2017,4/14/2017,2017-04-14,First Class,First Class,California,Chairs,Chairs,Orders,194.352,0.2,0.2,1,0,0,-36.441,-0.1875,-0.1875,-18.75,-0.1875,3,3,194.352,0,All Other
Furniture,Longmont,United States,,2022,LENA CREIGHTON,LC-16885,Lena Creighton,6/17/2017,6/17/2017,,CA-2017-107146,80501,2021,FUR-FU-10002298,"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle",False,West,,7532,Consumer,Orders,19/6/2017,6/19/2017,2017-06-19,First Class,First Class,Colorado,Furnishings,Furnishings,Orders,266.352,0.2,0.2,1,0,0,-13.3176,-0.05,-0.05,-5,-0.05,3,3,266.352,0,All Other
Furniture,Encinitas,United States,,2022,DARRIN MARTIN,DM-13015,Darrin Martin,5/5/2017,5/5/2017,,CA-2017-160500,92024,2021,FUR-TA-10003748,Bevis 36 x 72 Conference Tables,False,West,,2821,Consumer,Orders,8/5/2017,5/8/2017,2017-05-08,First Class,First Class,California,Tables,Tables,Orders,298.776,0.2,0.2,1,0,0,7.469400000,0.025,0.025,2.5,0.025,3,3,298.776,298.776,All Other
Furniture,San Francisco,United States,,2022,BRIAN DECHERNEY,BD-11620,Brian DeCherney,10/1/2017,10/1/2017,,CA-2017-157686,94122,2021,FUR-CH-10001146,"Global Value Mid-Back Manager's Chair, Gray",False,West,,1068,Consumer,Orders,2/10/2017,10/2/2017,2017-10-02,First Class,First Class,California,Chairs,Chairs,Orders,194.848,0.2,0.2,1,0,0,12.178,0.062500000,0.062500000,6.250000000,0.062500000,4,4,194.848,0,All Other
Furniture,San Jose,United States,,2022,NEOLA SCHNEIDER,NS-18505,Neola Schneider,10/1/2018,10/1/2018,,CA-2018-129378,95123,2021,FUR-CH-10000553,"Metal Folding Chairs, Beige, 4/Carton",False,West,,2217,Consumer,Orders,2/10/2018,10/2/2018,2018-10-02,First Class,First Class,California,Chairs,Chairs,Orders,108.608,0.2,0.2,1,0,0,9.503200000,0.087500000,0.087500000,8.750000000,0.087500000,4,4,108.608,0,All Other
Furniture,Longmont,United States,,2022,LENA CREIGHTON,LC-16885,Lena Creighton,6/17/2017,6/17/2017,,CA-2017-107146,80501,2021,FUR-CH-10004853,"Global Manager's Adjustable Task Chair, Storm",False,West,,7533,Consumer,Orders,19/6/2017,6/19/2017,2017-06-19,First Class,First Class,Colorado,Chairs,Chairs,Orders,483.136,0.2,0.2,1,0,0,54.352800000,0.1125,0.1125,11.25,0.1125,4,4,483.136,0,All Other
Furniture,San Francisco,United States,,2022,TROY STAEBEL,TS-21610,Troy Staebel,6/16/2018,6/16/2018,,CA-2018-105214,94122,2021,FUR-CH-10000015,Hon Multipurpose Stacking Arm Chairs,False,West,,2258,Consumer,Orders,19/6/2018,6/19/2018,2018-06-19,First Class,First Class,California,Chairs,Chairs,Orders,1212.96,0.2,0.2,1,0,0,90.972,0.075,0.075,7.5,0.075,7,7,1212.96,0,All Other
Furniture,Seattle,United States,,2022,JIM KARLSSON,JK-15625,Jim Karlsson,10/30/2018,10/30/2018,,CA-2018-142622,98115,2021,FUR-CH-10004289,Global Super Steno Chair,False,West,,2281,Consumer,Orders,2/11/2018,11/2/2018,2018-11-02,First Class,First Class,Washington,Chairs,Chairs,Orders,614.272,0.2,0.2,1,0,0,-23.035200000,-0.037500000,-0.037500000,-3.750000000,-0.037500000,8,8,614.272,0,All Other
Furniture,Louisville,United States,,2022,LISA HAZARD,LH-17020,Lisa Hazard,5/5/2018,5/5/2018,,CA-2018-105991,80027,2021,FUR-BO-10004467,Bestar Classic Bookcase,False,West,,5288,Consumer,Orders,6/5/2018,5/6/2018,2018-05-06,First Class,First Class,Colorado,Bookcases,Bookcases,Orders,89.991,0.7,0.7,1,0,0,-152.9847,-1.7,-1.7,-170,-1.7,3,3,89.991,0,All Other
Furniture,Santa Ana,United States,,2022,PAULINE JOHNSON,PJ-19015,Pauline Johnson,5/14/2018,5/14/2018,,CA-2018-143686,92704,2021,FUR-FU-10000794,"Eldon Stackable Tray, Side-Load, Legal, Smoke",False,West,,814,Consumer,Orders,14/5/2018,5/14/2018,2018-05-14,Same Day,Same Day,California,Furnishings,Furnishings,Orders,18.28,0,0,1,0,0,6.2152,0.34,0.34,34,0.34,2,2,18.28,0,All Other
Furniture,San Francisco,United States,,2022,IONIA MCGRATH,IM-15055,Ionia McGrath,9/4/2017,9/4/2017,,CA-2017-129630,94122,2021,FUR-FU-10000260,"6"" Cubicle Wall Clock, Black",False,West,,9929,Consumer,Orders,4/9/2017,9/4/2017,2017-09-04,Same Day,Same Day,California,Furnishings,Furnishings,Orders,24.27,0,0,1,0,0,8.7372,0.36,0.36,36,0.36,3,3,24.27,0,All Other
Furniture,Seattle,United States,,2022,MARYBETH SKACH,MS-17530,MaryBeth Skach,10/22/2017,10/22/2017,,CA-2017-169887,98105,2021,FUR-FU-10003095,"Linden 12"" Wall Clock With Oak Frame",False,West,,6582,Consumer,Orders,22/10/2017,10/22/2017,2017-10-22,Same Day,Same Day,Washington,Furnishings,Furnishings,Orders,101.94,0,0,1,0,0,30.582,0.3,0.3,30,0.3,3,3,101.94,0,All Other
Furniture,San Francisco,United States,,2022,CASSANDRA BRANDOW,CB-12025,Cassandra Brandow,9/11/2018,9/11/2018,,CA-2018-144484,94110,2021,FUR-FU-10000260,"6"" Cubicle Wall Clock, Black",False,West,,5270,Consumer,Orders,11/9/2018,9/11/2018,2018-09-11,Same Day,Same Day,California,Furnishings,Furnishings,Orders,32.36,0,0,1,0,0,11.6496,0.36,0.36,36,0.36,4,4,32.36,0,All Other
Furniture,Seattle,United States,,2022,PHILIP BROWN,PB-19150,Philip Brown,9/24/2018,9/24/2018,,CA-2018-142391,98115,2021,FUR-FU-10002759,12-1/2 Diameter Round Wall Clock,False,West,,8485,Consumer,Orders,24/9/2018,9/24/2018,2018-09-24,Same Day,Same Day,Washington,Furnishings,Furnishings,Orders,199.8,0,0,1,0,0,71.928,0.36,0.36,36,0.36,10,10,199.8,0,All Other
Furniture,Santa Ana,United States,,2022,PAULINE JOHNSON,PJ-19015,Pauline Johnson,9/8/2017,9/8/2017,,CA-2017-153101,92704,2021,FUR-TA-10003008,"Lesro Round Back Collection Coffee Table, End Table",False,West,,6834,Consumer,Orders,8/9/2017,9/8/2017,2017-09-08,Same Day,Same Day,California,Tables,Tables,Orders,146.04,0.2,0.2,1,0,0,-12.7785,-0.0875,-0.0875,-8.750000000,-0.0875,1,1,146.04,0,All Other
Furniture,Seattle,United States,,2022,JENNIFER FERGUSON,JF-15415,Jennifer Ferguson,9/11/2018,9/11/2018,,US-2018-142188,98105,2021,FUR-CH-10003199,Office Star - Contemporary Task Swivel Chair,False,West,,6232,Consumer,Orders,11/9/2018,9/11/2018,2018-09-11,Same Day,Same Day,Washington,Chairs,Chairs,Orders,177.568,0.2,0.2,1,0,0,8.878400000,0.05,0.05,5,0.05,2,2,177.568,0,All Other
Furniture,Los Angeles,United States,,2022,BETH PAIGE,BP-11290,Beth Paige,11/24/2018,11/24/2018,,CA-2018-137505,90008,2021,FUR-TA-10000617,"Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal",False,West,,9746,Consumer,Orders,24/11/2018,11/24/2018,2018-11-24,Same Day,Same Day,California,Tables,Tables,Orders,364.08,0.2,0.2,1,0,0,9.102,0.025,0.025,2.5,0.025,2,2,364.08,0,All Other
Furniture,Los Angeles,United States,,2022,BETH PAIGE,BP-11290,Beth Paige,11/24/2018,11/24/2018,,CA-2018-137505,90008,2021,FUR-TA-10001676,Hon 61000 Series Interactive Training Tables,False,West,,9747,Consumer,Orders,24/11/2018,11/24/2018,2018-11-24,Same Day,Same Day,California,Tables,Tables,Orders,71.088,0.2,0.2,1,0,0,-1.7772,-0.025000000,-0.025000000,-2.500000000,-0.025000000,2,2,71.088,0,All Other
Furniture,Glendale,United States,,2022,KEAN TAKAHITO,KT-16465,Kean Takahito,4/14/2017,4/14/2017,,CA-2017-112669,85301,2021,FUR-CH-10004086,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,False,West,,1980,Consumer,Orders,14/4/2017,4/14/2017,2017-04-14,Same Day,Same Day,Arizona,Chairs,Chairs,Orders,933.536,0.2,0.2,1,0,0,105.0228,0.1125,0.1125,11.25,0.1125,4,4,933.536,0,All Other
Furniture,Seattle,United States,,2022,TIM BROCKMAN,TB-21250,Tim Brockman,1/30/2017,1/30/2017,,US-2017-166660,98103,2021,FUR-BO-10000468,O'Sullivan 2-Shelf Heavy-Duty Bookcases,False,West,,7566,Consumer,Orders,1/2/2017,2/1/2017,2017-02-01,Second Class,Basic,Washington,Bookcases,Bookcases,Orders,48.58,0,0,1,0,0,7.7728,0.16,0.16,16,0.16,1,1,48.58,0,All Other
Furniture,Fresno,United States,,2022,SUE ANN REED,SA-20830,Sue Ann Reed,3/19/2018,3/19/2018,,CA-2018-124436,93727,2021,FUR-FU-10001185,"Advantus Employee of the Month Certificate Frame, 11 x 13-1/2",False,West,,5232,Consumer,Orders,22/3/2018,3/22/2018,2018-03-22,Second Class,Basic,California,Furnishings,Furnishings,Orders,30.93,0,0,1,0,0,12.6813,0.41,0.41,41,0.41,1,1,30.93,0,All Other
Furniture,Seattle,United States,,2022,TOM BOECKENHAUER,TB-21400,Tom Boeckenhauer,6/11/2018,6/11/2018,,CA-2018-134565,98103,2021,FUR-BO-10001519,O'Sullivan 3-Shelf Heavy-Duty Bookcases,False,West,,4224,Consumer,Orders,13/6/2018,6/13/2018,2018-06-13,Second Class,Basic,Washington,Bookcases,Bookcases,Orders,174.42,0,0,1,0,0,41.8608,0.24,0.24,24,0.24,3,3,174.42,0,All Other
Furniture,San Francisco,United States,,2022,BRUCE DEGENHARDT,BD-11725,Bruce Degenhardt,8/3/2018,8/3/2018,,CA-2018-168396,94122,2021,FUR-FU-10000723,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",False,West,,4633,Consumer,Orders,8/8/2018,8/8/2018,2018-08-08,Second Class,Basic,California,Furnishings,Furnishings,Orders,123.96,0,0,1,0,0,11.1564,0.09,0.09,9,0.09,3,3,123.96,0,All Other
Furniture,San Francisco,United States,,2022,PAUL GONZALEZ,PG-18895,Paul Gonzalez,4/22/2017,4/22/2017,,CA-2017-147578,94122,2021,FUR-FU-10001889,Ultra Door Pull Handle,False,West,,1886,Consumer,Orders,26/4/2017,4/26/2017,2017-04-26,Second Class,Basic,California,Furnishings,Furnishings,Orders,31.56,0,0,1,0,0,10.4148,0.33,0.33,33,0.33,3,3,31.56,0,All Other
Furniture,Olympia,United States,,2022,PHILIP FOX,PF-19165,Philip Fox,6/17/2018,6/17/2018,,CA-2018-118437,98502,2021,FUR-FU-10004848,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",False,West,,1012,Consumer,Orders,21/6/2018,6/21/2018,2018-06-21,Second Class,Basic,Washington,Furnishings,Furnishings,Orders,155.25,0,0,1,0,0,46.575,0.3,0.3,30,0.3,3,3,155.25,0,All Other
Furniture,Seattle,United States,,2022,DENNIS KANE,DK-13375,Dennis Kane,7/17/2017,7/17/2017,,US-2017-139087,98105,2021,FUR-FU-10001847,Eldon Image Series Black Desk Accessories,False,West,,6274,Consumer,Orders,22/7/2017,7/22/2017,2017-07-22,Second Class,Basic,Washington,Furnishings,Furnishings,Orders,12.42,0,0,1,0,0,4.4712,0.36,0.36,36,0.36,3,3,12.42,0,All Other
Furniture,Seattle,United States,,2022,DENNIS KANE,DK-13375,Dennis Kane,7/27/2018,7/27/2018,,CA-2018-133046,98115,2021,FUR-FU-10001940,Staple-based wall hangings,False,West,,8094,Consumer,Orders,1/8/2018,8/1/2018,2018-08-01,Second Class,Basic,Washington,Furnishings,Furnishings,Orders,23.88,0,0,1,0,0,10.5072,0.44,0.44,44,0.44,3,3,23.88,0,All Other
Furniture,San Francisco,United States,,2022,BERENIKE KAMPE,BK-11260,Berenike Kampe,11/11/2017,11/11/2017,,CA-2017-130799,94110,2021,FUR-FU-10001852,"Eldon Regeneration Recycled Desk Accessories, Smoke",False,West,,2884,Consumer,Orders,16/11/2017,11/16/2017,2017-11-16,Second Class,Basic,California,Furnishings,Furnishings,Orders,6.96,0,0,1,0,0,2.2272,0.32,0.32,32,0.32,4,4,6.96,0,All Other
Furniture,North Las Vegas,United States,,2022,MICHAEL CHEN,MC-17845,Michael Chen,12/10/2018,12/10/2018,,CA-2018-148446,89031,2021,FUR-TA-10004256,Bretford “Just In Time” Height-Adjustable Multi-Task Work Tables,False,West,,1517,Consumer,Orders,14/12/2018,12/14/2018,2018-12-14,Second Class,Basic,Nevada,Tables,Tables,Orders,1669.6,0,0,1,0,0,116.872,0.070000000,0.070000000,7.000000000,0.070000000,4,4,1669.6,0,All Other
